"geolocation","question","location","response","value","lowConfidenceLimit","highConfidenceLimit","sampleSize","breakOut","breakOutCategory","questionID","locationID"
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",67.4,64.3,70.4,797,"NBW (>2500g)","Birth Weight","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",32.6,29.6,35.7,414,"NBW (>2500g)","Birth Weight","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",34.4,30.3,38.7,273,"LBW (<=2500g)","Birth Weight","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",65.6,61.3,69.7,554,"LBW (<=2500g)","Birth Weight","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",71,64.4,76.9,274,"$25,000 to $49,999","Income (years 2004 and beyond)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",48.9,44.2,53.6,383,"$50,000 or more","Income (years 2004 and beyond)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",82.1,75.8,87.1,307,"$10,000 to $24,999","Income (years 2004 and beyond)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",29,23.1,35.6,124,"$25,000 to $49,999","Income (years 2004 and beyond)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",51.1,46.4,55.8,404,"$50,000 or more","Income (years 2004 and beyond)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",87.5,82.3,91.3,313,"Less than $10,000","Income (years 2004 and beyond)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",17.9,12.9,24.2,75,"$10,000 to $24,999","Income (years 2004 and beyond)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",12.5,8.7,17.7,55,"Less than $10,000","Income (years 2004 and beyond)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",83.6,78.1,88,397,"Other","Marital Status","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",62.2,58.9,65.5,956,"Married","Marital Status","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",37.8,34.5,41.1,608,"Married","Marital Status","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",16.4,12,21.9,79,"Other","Marital Status","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",23.5,20,27.4,248,"20-29 yrs","Maternal Age (3 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",50.5,45.9,55.1,430,"30+ yrs","Maternal Age (3 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",14.5,8.8,22.9,29,"<20 yrs","Maternal Age (3 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",85.5,77.1,91.2,163,"<20 yrs","Maternal Age (3 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",49.5,44.9,54.1,410,"30+ yrs","Maternal Age (3 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",76.5,72.6,80,760,"20-29 yrs","Maternal Age (3 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",83.3,77.3,87.9,367,"20-24 yrs","Maternal Age (4 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",85.5,77.1,91.2,163,"<20 yrs","Maternal Age (4 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",36.7,32.8,40.7,408,"25-34 yrs","Maternal Age (4 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",52.7,45.1,60.2,179,"35+ yrs","Maternal Age (4 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",63.3,59.3,67.2,670,"25-34 yrs","Maternal Age (4 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",47.3,39.8,54.9,153,"35+ yrs","Maternal Age (4 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",16.7,12.1,22.7,71,"20-24 yrs","Maternal Age (4 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",14.5,8.8,22.9,29,"<20 yrs","Maternal Age (4 Levels)","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",16.5,12.5,21.6,93,"Age 18 - 24","Maternal Age - 18 to 44 years in groupings","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",49.6,44.6,54.6,351,"Age 30 - 44","Maternal Age - 18 to 44 years in groupings","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",31,26.5,35.8,232,"Age 25 - 29","Maternal Age - 18 to 44 years in groupings","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",69,64.2,73.5,455,"Age 25 - 29","Maternal Age - 18 to 44 years in groupings","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",87.9,72.2,95.3,57,"Age < 18","Maternal Age - 18 to 44 years in groupings","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",12.1,4.7,27.8,7,"Age < 18","Maternal Age - 18 to 44 years in groupings","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",83.5,78.4,87.5,473,"Age 18 - 24","Maternal Age - 18 to 44 years in groupings","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",50.4,45.4,55.4,368,"Age 30 - 44","Maternal Age - 18 to 44 years in groupings","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",66.6,63.6,69.4,1296,"Age 18 - 44","Maternal Age - 18 to 44 years only","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",33.4,30.6,36.4,676,"Age 18 - 44","Maternal Age - 18 to 44 years only","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",18.4,13.5,24.4,67,"< 12 yrs","Maternal Education","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",43.2,39.4,47.1,524,">12 yrs","Maternal Education","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",81.6,75.6,86.5,283,"< 12 yrs","Maternal Education","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",56.8,52.9,60.6,741,">12 yrs","Maternal Education","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",18,13.4,23.7,89,"12 yrs","Maternal Education","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",82,76.3,86.6,317,"12 yrs","Maternal Education","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",59.4,55.6,63,829,"White, non-Hispanic","Maternal Race/Ethnicity","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",24,14.3,37.5,31,"Other non-Hispanic","Maternal Race/Ethnicity","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",40.6,37,44.4,515,"White, non-Hispanic","Maternal Race/Ethnicity","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",19.6,15.6,24.4,125,"Hispanic","Maternal Race/Ethnicity","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",76,62.5,85.7,61,"Other non-Hispanic","Maternal Race/Ethnicity","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",81.4,63.3,91.7,38,"Black, non-Hispanic","Maternal Race/Ethnicity","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",18.6,8.3,36.7,14,"Black, non-Hispanic","Maternal Race/Ethnicity","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",80.4,75.6,84.4,420,"Hispanic","Maternal Race/Ethnicity","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",43.4,39.6,47.2,540,"Non-Medicaid","Medicaid Recipient","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",56.6,52.8,60.4,703,"Non-Medicaid","Medicaid Recipient","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",84,80.1,87.3,650,"Medicaid","Medicaid Recipient","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",16,12.7,19.9,147,"Medicaid","Medicaid Recipient","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",80.4,75.6,84.4,420,"Hispanic","Mother Hispanic","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",19.6,15.6,24.4,125,"Hispanic","Mother Hispanic","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",38.7,35.2,42.3,551,"Non-Hispanic","Mother Hispanic","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",61.3,57.7,64.8,917,"Non-Hispanic","Mother Hispanic","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",67.3,64.4,70.1,1353,"None","None","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",32.7,29.9,35.6,687,"None","None","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",31.5,27.9,35.4,356,"1 or more","Number of Previous Live Births","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",34.1,30,38.6,330,"0","Number of Previous Live Births","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",65.9,61.4,70,608,"0","Number of Previous Live Births","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",68.5,64.6,72.1,743,"1 or more","Number of Previous Live Births","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",82.1,77.9,85.7,573,"WIC","On WIC during Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",59.4,55.6,63,769,"Non-WIC","On WIC during Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",17.9,14.3,22.1,142,"WIC","On WIC during Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",40.6,37,44.4,540,"Non-WIC","On WIC during Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",16,12.5,20.1,120,"Unintended","Pregnancy Intendedness","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",84,79.9,87.5,614,"Unintended","Pregnancy Intendedness","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",42.8,39.1,46.6,565,"Intended","Pregnancy Intendedness","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",57.2,53.4,60.9,729,"Intended","Pregnancy Intendedness","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",86.1,80.7,90.3,352,"Smoker","Smoked 3 months before Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",63.5,60.2,66.6,982,"Non-Smoker","Smoked 3 months before Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",36.5,33.4,39.8,623,"Non-Smoker","Smoked 3 months before Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",13.9,9.7,19.3,58,"Smoker","Smoked 3 months before Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",34.4,31.4,37.5,655,"Non-Smoker","Smoked last 3 months of Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",65.6,62.5,68.6,1143,"Non-Smoker","Smoked last 3 months of Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","FALSE",86,77.2,91.8,191,"Smoker","Smoked last 3 months of Pregnancy","QUO65",8
"(38.843840757, -106.133610921)","Multivitamin?","Colorado","TRUE",14,8.2,22.8,28,"Smoker","Smoked last 3 months of Pregnancy","QUO65",8
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",63.7,55.2,71.4,94,"Unknown PNC","Adequacy of Prenatal care","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",82,76.4,86.6,178,"Intermediate PNC","Adequacy of Prenatal care","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",18,13.4,23.6,42,"Intermediate PNC","Adequacy of Prenatal care","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",70.2,67,73.3,546,"Adequate PNC","Adequacy of Prenatal care","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",36.3,28.6,44.8,50,"Unknown PNC","Adequacy of Prenatal care","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",29.8,26.7,33,245,"Adequate PNC","Adequacy of Prenatal care","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",81,70.5,88.4,66,"Inadequate PNC","Adequacy of Prenatal care","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",19,11.6,29.5,15,"Inadequate PNC","Adequacy of Prenatal care","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",71.8,67,76.2,181,"LBW (<=2500g)","Birth Weight","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",28.2,23.8,33,76,"LBW (<=2500g)","Birth Weight","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",27.7,25.1,30.4,276,"NBW (>2500g)","Birth Weight","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",72.3,69.6,74.9,703,"NBW (>2500g)","Birth Weight","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",14,10.2,18.9,36,"$10,000 to $24,999","Income (years 2004 and beyond)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",23.2,18.1,29.2,51,"$25,000 to $49,999","Income (years 2004 and beyond)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",14,10.1,18.9,38,"Less than $10,000","Income (years 2004 and beyond)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",51,46.1,55.8,205,"$50,000 or more","Income (years 2004 and beyond)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",86,81.1,89.9,208,"Less than $10,000","Income (years 2004 and beyond)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",49,44.2,53.9,202,"$50,000 or more","Income (years 2004 and beyond)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",76.8,70.8,81.9,168,"$25,000 to $49,999","Income (years 2004 and beyond)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",86,81.1,89.8,217,"$10,000 to $24,999","Income (years 2004 and beyond)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",14.4,11.8,17.6,87,"Other","Marital Status","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",40.1,36.4,43.9,265,"Married","Marital Status","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",59.9,56.1,63.6,385,"Married","Marital Status","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",85.6,82.4,88.2,499,"Other","Marital Status","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",12.9,8,20,19,"<20 yrs","Maternal Age (3 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",78.9,75.6,81.8,525,"20-29 yrs","Maternal Age (3 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",57,52.3,61.6,253,"30+ yrs","Maternal Age (3 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",43,38.4,47.7,189,"30+ yrs","Maternal Age (3 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",87.1,80,92,106,"<20 yrs","Maternal Age (3 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",21.1,18.2,24.4,144,"20-29 yrs","Maternal Age (3 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",66.5,62.7,70.1,411,"25-34 yrs","Maternal Age (4 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",47.3,40.1,54.5,90,"35+ yrs","Maternal Age (4 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",87.1,80,92,106,"<20 yrs","Maternal Age (4 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",12.9,8,20,19,"<20 yrs","Maternal Age (4 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",33.5,29.9,37.3,208,"25-34 yrs","Maternal Age (4 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",52.7,45.5,59.9,102,"35+ yrs","Maternal Age (4 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",11.6,8.4,15.7,35,"20-24 yrs","Maternal Age (4 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",88.4,84.3,91.6,265,"20-24 yrs","Maternal Age (4 Levels)","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",15.7,6.3,33.8,5,"Age < 18","Maternal Age - 18 to 44 years in groupings","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",88.4,84.9,91.2,341,"Age 18 - 24","Maternal Age - 18 to 44 years in groupings","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",84.3,66.2,93.7,30,"Age < 18","Maternal Age - 18 to 44 years in groupings","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",69.6,65.1,73.8,294,"Age 25 - 29","Maternal Age - 18 to 44 years in groupings","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",43.5,38.6,48.6,166,"Age 30 - 44","Maternal Age - 18 to 44 years in groupings","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",56.5,51.4,61.4,219,"Age 30 - 44","Maternal Age - 18 to 44 years in groupings","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",30.4,26.2,34.9,130,"Age 25 - 29","Maternal Age - 18 to 44 years in groupings","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",11.6,8.8,15.1,49,"Age 18 - 24","Maternal Age - 18 to 44 years in groupings","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",28,25.5,30.6,345,"Age 18 - 44","Maternal Age - 18 to 44 years only","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",72,69.4,74.5,854,"Age 18 - 44","Maternal Age - 18 to 44 years only","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",37.8,34.1,41.6,244,">12 yrs","Maternal Education","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",81.1,76.3,85.1,244,"12 yrs","Maternal Education","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",15.1,11.3,19.8,45,"< 12 yrs","Maternal Education","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",62.2,58.4,65.9,397,">12 yrs","Maternal Education","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",18.9,14.9,23.7,60,"12 yrs","Maternal Education","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",84.9,80.2,88.7,239,"< 12 yrs","Maternal Education","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",67.2,63.5,70.7,423,"White, non-Hispanic","Maternal Race/Ethnicity","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",29.7,19.9,41.8,20,"Other non-Hispanic","Maternal Race/Ethnicity","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",70.3,58.2,80.1,44,"Other non-Hispanic","Maternal Race/Ethnicity","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",76.4,71.1,81,230,"Black, non-Hispanic","Maternal Race/Ethnicity","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",23.6,19,28.9,73,"Black, non-Hispanic","Maternal Race/Ethnicity","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",32.8,29.3,36.5,217,"White, non-Hispanic","Maternal Race/Ethnicity","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",81.9,76.4,86.4,186,"Hispanic","Maternal Race/Ethnicity","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",18.1,13.6,23.6,42,"Hispanic","Maternal Race/Ethnicity","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",84.7,81.7,87.3,543,"Medicaid","Medicaid Recipient","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",58.4,54.4,62.3,341,"Non-Medicaid","Medicaid Recipient","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",41.6,37.7,45.6,249,"Non-Medicaid","Medicaid Recipient","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",15.3,12.7,18.3,103,"Medicaid","Medicaid Recipient","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",81.9,76.4,86.4,186,"Hispanic","Mother Hispanic","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",18.1,13.6,23.6,42,"Hispanic","Mother Hispanic","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",70.3,67.4,73,698,"Non-Hispanic","Mother Hispanic","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",29.7,27,32.6,310,"Non-Hispanic","Mother Hispanic","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",27.7,25.3,30.3,352,"None","None","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",72.3,69.7,74.7,884,"None","None","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",66.8,62.7,70.6,357,"0","Number of Previous Live Births","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",33.2,29.4,37.3,185,"0","Number of Previous Live Births","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",76.7,73.4,79.7,527,"1 or more","Number of Previous Live Births","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",23.3,20.3,26.6,167,"1 or more","Number of Previous Live Births","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",38.6,34.9,42.4,248,"Non-WIC","On WIC during Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",83.8,80.6,86.6,486,"WIC","On WIC during Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",16.2,13.4,19.4,101,"WIC","On WIC during Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",61.4,57.6,65.1,390,"Non-WIC","On WIC during Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",15.1,12.3,18.4,88,"Unintended","Pregnancy Intendedness","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",84.9,81.6,87.7,463,"Unintended","Pregnancy Intendedness","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",60.6,56.8,64.3,401,"Intended","Pregnancy Intendedness","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",39.4,35.7,43.2,262,"Intended","Pregnancy Intendedness","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",67.7,64.6,70.7,619,"Non-Smoker","Smoked 3 months before Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",13.3,9.9,17.6,42,"Smoker","Smoked 3 months before Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",32.3,29.3,35.4,306,"Non-Smoker","Smoked 3 months before Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",86.7,82.4,90.1,255,"Smoker","Smoked 3 months before Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",30.1,27.4,32.9,325,"Non-Smoker","Smoked last 3 months of Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","TRUE",11.8,7.9,17.4,24,"Smoker","Smoked last 3 months of Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",88.2,82.6,92.1,144,"Smoker","Smoked last 3 months of Pregnancy","QUO65",10
"(39.008830667, -75.577741168)","Multivitamin?","Delaware","FALSE",69.9,67.1,72.6,732,"Non-Smoker","Smoked last 3 months of Pregnancy","QUO65",10
"(39.290580964, -76.609260111)","Multivitamin?","Maryland","FALSE",79.7,62.4,90.3,66,"Inadequate PNC","Adequacy of Prenatal care","QUO65",24
"(39.290580964, -76.609260111)","Multivitamin?","Maryland","TRUE",32.4,28.8,36.3,514,"Adequate PNC","Adequacy of Prenatal care","QUO65",24
"(39.290580964, -76.609260111)","Multivitamin?","Maryland","FALSE",77.6,70,83.8,213,"Intermediate PNC","Adequacy of Prenatal care","QUO65",24
"(39.290580964, -76.609260111)","Multivitamin?","Maryland","TRUE",22.4,16.2,30,90,"Intermediate PNC","Adequacy of Prenatal care","QUO65",24
"(39.290580964, -76.609260111)","Multivitamin?","Maryland","TRUE",20.3,9.7,37.6,21,"Inadequate PNC","Adequacy of Prenatal care","QUO65",24
"(39.290580964, -76.609260111)","Multivitamin?","Maryland","FALSE",67.6,63.7,71.2,780,"Adequate PNC","Adequacy of Prenatal care","QUO65",24
"(39.290580964, -76.609260111)","Multivitamin?","Maryland","TRUE",32.3,29.1,35.8,304,"LBW (<=2500g)","Birth Weight","QUO65",24
"(39.290580964, -76.609260111)","Multivitamin?","Maryland","TRUE",29.5,26.2,33.2,333,"NBW (>2500g)","Birth Weight","QUO65",24
"(39.290580964, -76.609260111)","Multivitamin?","Maryland","FALSE",67.7,64.2,70.9,479,"LBW (<=2500g)","Birth Weight","QUO65",24
