location,breakOutCategory,breakOut,response,value,lowConfidenceLimit,highConfidenceLimit,sampleSize
New York City,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,20.9,16,26.9,75
Delaware,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,18.6,13.8,24.6,41
Oklahoma,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,80.6,73.5,86.2,419
Vermont,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,81.1,75.3,85.7,190
Minnesota,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,19.4,13.9,26.5,42
Oklahoma,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,19.4,13.8,26.5,100
Maryland,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,88.1,81.2,92.7,190
Arkansas,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,16.3,11.2,23.2,65
Wisconsin,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,78.9,71.1,85.1,308
Massachusetts,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,25.3,18.9,32.9,73
New York City,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,79.1,73.1,84,239
Hawaii,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,77.2,70.7,82.7,238
Wisconsin,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,21.1,14.9,28.9,66
Washington,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,26.6,20.8,33.2,80
Colorado,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,82,75.9,86.9,315
Delaware,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,81.4,75.4,86.2,167
West Virginia,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,15.2,11.3,20,68
Nebraska,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,71.5,65.2,77,263
Oregon,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,75.8,69.6,81,352
Michigan,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,82.1,76.7,86.4,285
Georgia,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,14.9,9.3,23.1,47
Rhode Island,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,77.8,71,83.4,185
New Jersey,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,76.1,69.3,81.8,171
West Virginia,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,84.8,80,88.7,340
New Jersey,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,23.9,18.2,30.7,53
Minnesota,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,80.6,73.5,86.1,176
Oregon,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,24.2,19,30.4,106
Pennsylvania,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,14.5,10.1,20.5,35
Hawaii,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,22.8,17.3,29.3,75
New York (excluding NYC),Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,80.3,72.3,86.4,156
Nebraska,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,28.5,23,34.8,95
New Mexico,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,21.4,17.6,25.7,83
Missouri,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,85.1,79.3,89.5,221
Rhode Island,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,22.2,16.6,29,51
Wyoming,Income (years 2004 and beyond),"$10,000 to $24,999",TRUE,19.8,13.1,28.7,26
Washington,Income (years 2004 and beyond),"$10,000 to $24,999",FALSE,73.4,66.8,79.2,212
PRAMS Total,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,69.4,67.6,71.2,4513
PRAMS Total,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,30.6,28.8,32.4,2020
Maine,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,57.5,49.5,65,110
Michigan,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,30.2,24.4,36.7,86
New York City,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,26.1,19.3,34.1,59
Maryland,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,76.4,66.7,83.9,144
Maine,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,42.5,35,50.5,84
Pennsylvania,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,75.4,67.7,81.8,129
New York (excluding NYC),Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,61.8,52.1,70.6,98
Oklahoma,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,75.6,68.3,81.6,315
Missouri,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,70.3,63.5,76.3,164
Maryland,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,23.6,16.1,33.3,68
Utah,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,33.3,28.3,38.7,135
Delaware,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,73.3,66.4,79.3,132
Arkansas,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,74.7,64,83.1,155
Michigan,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,69.8,63.3,75.6,204
Georgia,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,36.3,25.9,48.1,53
New York (excluding NYC),Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,38.2,29.4,47.9,52
Utah,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,66.7,61.3,71.7,251
New Mexico,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,71.9,66.3,76.9,185
Massachusetts,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,71.2,62.6,78.5,170
Oregon,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,68.3,60.7,74.9,217
Washington,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,67.7,59.2,75.1,138
Vermont,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,44.8,38.5,51.2,101
Wisconsin,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,30.1,22.8,38.5,73
Rhode Island,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,73.8,66.4,80,144
Hawaii,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,76.9,70.9,81.9,266
Delaware,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,26.7,20.7,33.6,51
Vermont,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,55.2,48.8,61.5,126
Pennsylvania,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,24.6,18.2,32.3,44
Colorado,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,65.6,58.4,72.2,248
Oregon,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,31.7,25.1,39.3,104
Wyoming,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,39,30.1,48.6,46
New Jersey,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,69.9,62.1,76.7,133
New Mexico,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,28.1,23.1,33.7,76
Arkansas,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,25.3,16.9,36,39
West Virginia,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,25.3,19.4,32.3,65
Wisconsin,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,69.9,61.5,77.2,196
Georgia,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,63.7,51.9,74.1,142
Minnesota,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,63.9,57.9,69.5,193
Wyoming,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,61,51.4,69.9,90
New Jersey,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,30.1,23.3,37.9,57
Missouri,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,29.7,23.7,36.5,77
New York City,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,73.9,65.9,80.7,152
West Virginia,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,74.7,67.7,80.6,198
Oklahoma,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,24.4,18.4,31.7,122
Rhode Island,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,26.2,20,33.6,59
Minnesota,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,36.1,30.5,42.1,111
Colorado,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,34.4,27.8,41.6,128
Hawaii,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,23.1,18.1,29.1,92
Massachusetts,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,28.8,21.5,37.4,70
Nebraska,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,31,25.3,37.3,101
Nebraska,Income (years 2004 and beyond),"$25,000 to $49,999",FALSE,69,62.7,74.7,213
Washington,Income (years 2004 and beyond),"$25,000 to $49,999",TRUE,32.3,24.9,40.8,67
PRAMS Total,Income (years 2004 and beyond),"$50,000 or more",FALSE,49.9,48.5,51.2,5742
PRAMS Total,Income (years 2004 and beyond),"$50,000 or more",TRUE,50.1,48.8,51.5,5744
Utah,Income (years 2004 and beyond),"$50,000 or more",TRUE,43.7,38.6,48.9,204
Delaware,Income (years 2004 and beyond),"$50,000 or more",FALSE,57.5,52.5,62.4,213
Massachusetts,Income (years 2004 and beyond),"$50,000 or more",TRUE,55.7,50.6,60.7,337
Delaware,Income (years 2004 and beyond),"$50,000 or more",TRUE,42.5,37.6,47.5,166
Vermont,Income (years 2004 and beyond),"$50,000 or more",FALSE,46.5,41.7,51.3,190
Washington,Income (years 2004 and beyond),"$50,000 or more",FALSE,48.9,43.1,54.8,186
Rhode Island,Income (years 2004 and beyond),"$50,000 or more",FALSE,47.9,43,52.8,213
Massachusetts,Income (years 2004 and beyond),"$50,000 or more",FALSE,44.3,39.3,49.4,297
Washington,Income (years 2004 and beyond),"$50,000 or more",TRUE,51.1,45.2,56.9,172
Minnesota,Income (years 2004 and beyond),"$50,000 or more",TRUE,51.8,47.6,55.9,305
New York City,Income (years 2004 and beyond),"$50,000 or more",TRUE,47,41.2,52.8,208
Missouri,Income (years 2004 and beyond),"$50,000 or more",TRUE,51.7,46.4,57,219
West Virginia,Income (years 2004 and beyond),"$50,000 or more",FALSE,58.1,51.7,64.2,191
Nebraska,Income (years 2004 and beyond),"$50,000 or more",TRUE,50.9,46.1,55.7,244
New York (excluding NYC),Income (years 2004 and beyond),"$50,000 or more",FALSE,46.7,41,52.4,207
West Virginia,Income (years 2004 and beyond),"$50,000 or more",TRUE,41.9,35.8,48.3,152
Vermont,Income (years 2004 and beyond),"$50,000 or more",TRUE,53.5,48.7,58.3,226
Maryland,Income (years 2004 and beyond),"$50,000 or more",FALSE,58,52.4,63.4,365
Oregon,Income (years 2004 and beyond),"$50,000 or more",TRUE,48.6,42,55.2,195
Nebraska,Income (years 2004 and beyond),"$50,000 or more",FALSE,49.1,44.3,53.9,252
Oregon,Income (years 2004 and beyond),"$50,000 or more",FALSE,51.4,44.8,58,224
Oklahoma,Income (years 2004 and beyond),"$50,000 or more",FALSE,51.2,43.8,58.6,252
Wyoming,Income (years 2004 and beyond),"$50,000 or more",FALSE,48.3,41.4,55.3,127
Wisconsin,Income (years 2004 and beyond),"$50,000 or more",TRUE,56.2,49.9,62.3,167
Hawaii,Income (years 2004 and beyond),"$50,000 or more",FALSE,57.6,52,63,284
Oklahoma,Income (years 2004 and beyond),"$50,000 or more",TRUE,48.8,41.4,56.2,246
New Mexico,Income (years 2004 and beyond),"$50,000 or more",FALSE,52.9,47.4,58.3,157
Wisconsin,Income (years 2004 and beyond),"$50,000 or more",FALSE,43.8,37.7,50.1,157
Rhode Island,Income (years 2004 and beyond),"$50,000 or more",TRUE,52.1,47.2,57,268
New York (excluding NYC),Income (years 2004 and beyond),"$50,000 or more",TRUE,53.3,47.6,59,248
Pennsylvania,Income (years 2004 and beyond),"$50,000 or more",TRUE,49.6,44.6,54.6,235
Missouri,Income (years 2004 and beyond),"$50,000 or more",FALSE,48.3,43,53.6,189
Minnesota,Income (years 2004 and beyond),"$50,000 or more",FALSE,48.2,44.1,52.4,286
Arkansas,Income (years 2004 and beyond),"$50,000 or more",TRUE,40.3,31.3,50.1,75
Georgia,Income (years 2004 and beyond),"$50,000 or more",FALSE,47.2,38.4,56.1,128
Georgia,Income (years 2004 and beyond),"$50,000 or more",TRUE,52.8,43.9,61.6,130
Colorado,Income (years 2004 and beyond),"$50,000 or more",FALSE,45.7,40.6,50.9,301
Arkansas,Income (years 2004 and beyond),"$50,000 or more",FALSE,59.7,49.9,68.7,122
Colorado,Income (years 2004 and beyond),"$50,000 or more",TRUE,54.3,49.1,59.4,367
New Jersey,Income (years 2004 and beyond),"$50,000 or more",TRUE,48.3,44,52.7,275
Michigan,Income (years 2004 and beyond),"$50,000 or more",FALSE,51.3,46.5,56.1,251
Maryland,Income (years 2004 and beyond),"$50,000 or more",TRUE,42,36.6,47.6,373
Maine,Income (years 2004 and beyond),"$50,000 or more",FALSE,42.9,37.2,48.7,145
Michigan,Income (years 2004 and beyond),"$50,000 or more",TRUE,48.7,43.9,53.5,238
New Jersey,Income (years 2004 and beyond),"$50,000 or more",FALSE,51.7,47.3,56,320
Maine,Income (years 2004 and beyond),"$50,000 or more",TRUE,57.1,51.3,62.8,207
New Mexico,Income (years 2004 and beyond),"$50,000 or more",TRUE,47.1,41.7,52.6,150
New York City,Income (years 2004 and beyond),"$50,000 or more",FALSE,53,47.2,58.8,221
Utah,Income (years 2004 and beyond),"$50,000 or more",FALSE,56.3,51.1,61.4,241
Wyoming,Income (years 2004 and beyond),"$50,000 or more",TRUE,51.7,44.7,58.6,124
Pennsylvania,Income (years 2004 and beyond),"$50,000 or more",FALSE,50.4,45.4,55.4,223
Hawaii,Income (years 2004 and beyond),"$50,000 or more",TRUE,42.4,37,48,213
PRAMS Total,Income (years 2004 and beyond),"Less than $10,000",FALSE,82.7,81.1,84.1,6205
PRAMS Total,Income (years 2004 and beyond),"Less than $10,000",TRUE,17.3,15.9,18.9,1337
Rhode Island,Income (years 2004 and beyond),"Less than $10,000",TRUE,19.1,13.5,26.3,45
Colorado,Income (years 2004 and beyond),"Less than $10,000",TRUE,15,10.5,20.9,53
New York (excluding NYC),Income (years 2004 and beyond),"Less than $10,000",FALSE,84.2,75.8,90.1,145
Rhode Island,Income (years 2004 and beyond),"Less than $10,000",FALSE,80.9,73.7,86.5,168
Minnesota,Income (years 2004 and beyond),"Less than $10,000",TRUE,15.5,9.8,23.5,29
Missouri,Income (years 2004 and beyond),"Less than $10,000",FALSE,88,82.9,91.7,260
Maine,Income (years 2004 and beyond),"Less than $10,000",FALSE,86.5,79.5,91.3,144
Massachusetts,Income (years 2004 and beyond),"Less than $10,000",FALSE,81.3,74.8,86.5,216
West Virginia,Income (years 2004 and beyond),"Less than $10,000",TRUE,15.5,11.5,20.7,59
Delaware,Income (years 2004 and beyond),"Less than $10,000",TRUE,16.1,11.6,22,35
Wisconsin,Income (years 2004 and beyond),"Less than $10,000",TRUE,17.5,12.4,24.1,86
New Jersey,Income (years 2004 and beyond),"Less than $10,000",FALSE,75.4,68.4,81.2,166
Michigan,Income (years 2004 and beyond),"Less than $10,000",FALSE,85.9,81.4,89.5,372
New York (excluding NYC),Income (years 2004 and beyond),"Less than $10,000",TRUE,15.8,9.9,24.2,32
New York City,Income (years 2004 and beyond),"Less than $10,000",FALSE,75.7,68.7,81.6,198
Vermont,Income (years 2004 and beyond),"Less than $10,000",FALSE,88,81.7,92.4,130
Nebraska,Income (years 2004 and beyond),"Less than $10,000",FALSE,77.5,72.2,82.1,302
Maryland,Income (years 2004 and beyond),"Less than $10,000",TRUE,20.9,13.2,31.3,38
Utah,Income (years 2004 and beyond),"Less than $10,000",FALSE,82.3,75.1,87.8,164
Massachusetts,Income (years 2004 and beyond),"Less than $10,000",TRUE,18.7,13.5,25.2,63
Maryland,Income (years 2004 and beyond),"Less than $10,000",FALSE,79.1,68.7,86.8,144
Nebraska,Income (years 2004 and beyond),"Less than $10,000",TRUE,22.5,17.9,27.8,104
Hawaii,Income (years 2004 and beyond),"Less than $10,000",FALSE,81.9,74.9,87.3,258
New Mexico,Income (years 2004 and beyond),"Less than $10,000",TRUE,21.8,17.8,26.5,73
Oklahoma,Income (years 2004 and beyond),"Less than $10,000",FALSE,84.9,76.7,90.6,345
Pennsylvania,Income (years 2004 and beyond),"Less than $10,000",FALSE,84.8,77,90.2,124
New Mexico,Income (years 2004 and beyond),"Less than $10,000",FALSE,78.2,73.5,82.2,274
West Virginia,Income (years 2004 and beyond),"Less than $10,000",FALSE,84.5,79.3,88.5,377
Maine,Income (years 2004 and beyond),"Less than $10,000",TRUE,13.5,8.7,20.5,33
Wyoming,Income (years 2004 and beyond),"Less than $10,000",TRUE,17.7,10.8,27.6,23
Colorado,Income (years 2004 and beyond),"Less than $10,000",FALSE,85,79.1,89.5,270
New York City,Income (years 2004 and beyond),"Less than $10,000",TRUE,24.3,18.4,31.3,62
Arkansas,Income (years 2004 and beyond),"Less than $10,000",FALSE,85.8,79,90.6,380
Michigan,Income (years 2004 and beyond),"Less than $10,000",TRUE,14.1,10.5,18.6,59
Washington,Income (years 2004 and beyond),"Less than $10,000",TRUE,14.8,10.2,21.1,44
Wisconsin,Income (years 2004 and beyond),"Less than $10,000",FALSE,82.5,75.9,87.6,396
Oregon,Income (years 2004 and beyond),"Less than $10,000",FALSE,78.5,72.2,83.6,321
Arkansas,Income (years 2004 and beyond),"Less than $10,000",TRUE,14.2,9.4,21,73
New Jersey,Income (years 2004 and beyond),"Less than $10,000",TRUE,24.6,18.8,31.6,52
Washington,Income (years 2004 and beyond),"Less than $10,000",FALSE,85.2,78.9,89.8,215
Missouri,Income (years 2004 and beyond),"Less than $10,000",TRUE,12,8.3,17.1,36
Oklahoma,Income (years 2004 and beyond),"Less than $10,000",TRUE,15.1,9.4,23.3,58
Hawaii,Income (years 2004 and beyond),"Less than $10,000",TRUE,18.1,12.7,25.1,45
Pennsylvania,Income (years 2004 and beyond),"Less than $10,000",TRUE,15.2,9.8,23,23
Utah,Income (years 2004 and beyond),"Less than $10,000",TRUE,17.7,12.2,24.9,33
Georgia,Income (years 2004 and beyond),"Less than $10,000",FALSE,83.2,74.2,89.5,354
Georgia,Income (years 2004 and beyond),"Less than $10,000",TRUE,16.8,10.5,25.8,56
Wyoming,Income (years 2004 and beyond),"Less than $10,000",FALSE,82.3,72.4,89.2,118
Oregon,Income (years 2004 and beyond),"Less than $10,000",TRUE,21.5,16.4,27.8,102
Vermont,Income (years 2004 and beyond),"Less than $10,000",TRUE,12,7.6,18.3,21
Delaware,Income (years 2004 and beyond),"Less than $10,000",FALSE,83.9,78,88.4,186
Minnesota,Income (years 2004 and beyond),"Less than $10,000",FALSE,84.5,76.5,90.2,178
PRAMS Total,Marital Status,TRUE,FALSE,58.4,57.4,59.4,12483
PRAMS Total,Marital Status,TRUE,TRUE,41.6,40.6,42.6,8794
West Virginia,Marital Status,TRUE,TRUE,33.5,29.6,37.6,263
New York (excluding NYC),Marital Status,TRUE,FALSE,53.2,48.4,57.8,336
Pennsylvania,Marital Status,TRUE,TRUE,44.4,40.3,48.6,305
Georgia,Marital Status,TRUE,TRUE,36,30.5,42,209
Vermont,Marital Status,TRUE,FALSE,49.1,45.4,52.9,331
New Jersey,Marital Status,TRUE,FALSE,55.4,51.8,59,484
New Mexico,Marital Status,TRUE,TRUE,37.9,34.5,41.4,281
New York (excluding NYC),Marital Status,TRUE,TRUE,46.8,42.2,51.6,321
Minnesota,Marital Status,TRUE,FALSE,52.1,48.7,55.5,477
Washington,Marital Status,TRUE,TRUE,42.2,38,46.6,288
Maine,Marital Status,TRUE,TRUE,49.5,45,54,312
Missouri,Marital Status,TRUE,FALSE,61,57,64.8,445
Arkansas,Marital Status,TRUE,TRUE,27.6,22.6,33.2,150
Wisconsin,Marital Status,TRUE,FALSE,52.9,48.2,57.6,405
Wyoming,Marital Status,TRUE,TRUE,45.5,40.3,50.9,179
Delaware,Marital Status,TRUE,TRUE,41.5,37.5,45.6,235
Utah,Marital Status,TRUE,FALSE,62.5,59.2,65.6,699
Vermont,Marital Status,TRUE,TRUE,50.9,47.1,54.6,347
New York City,Marital Status,TRUE,FALSE,62.4,58.3,66.3,492
Utah,Marital Status,TRUE,TRUE,37.5,34.4,40.8,430
Massachusetts,Marital Status,TRUE,FALSE,51.2,47,55.4,544
Colorado,Marital Status,TRUE,TRUE,41.2,37.6,44.9,571
Massachusetts,Marital Status,TRUE,TRUE,48.8,44.6,53,456
New York City,Marital Status,TRUE,TRUE,37.6,33.7,41.7,329
Maryland,Marital Status,TRUE,TRUE,38.2,33.6,43,449
Wisconsin,Marital Status,TRUE,TRUE,47.1,42.4,51.8,272
Hawaii,Marital Status,TRUE,TRUE,33.9,30.1,37.9,321
Rhode Island,Marital Status,TRUE,FALSE,53.3,49.3,57.3,380
Hawaii,Marital Status,TRUE,FALSE,66.1,62.1,69.9,582
Wyoming,Marital Status,TRUE,FALSE,54.5,49.1,59.7,240
Oklahoma,Marital Status,TRUE,TRUE,34.9,30.4,39.7,440
Nebraska,Marital Status,TRUE,FALSE,55.4,51.8,58.9,596
Michigan,Marital Status,TRUE,TRUE,41.3,37.7,45,358
New Jersey,Marital Status,TRUE,TRUE,44.6,41,48.2,374
Washington,Marital Status,TRUE,FALSE,57.8,53.4,62,410
Colorado,Marital Status,TRUE,FALSE,58.8,55.1,62.4,798
Delaware,Marital Status,TRUE,FALSE,58.5,54.4,62.5,317
Georgia,Marital Status,TRUE,FALSE,64,58,69.5,433
Oklahoma,Marital Status,TRUE,FALSE,65.1,60.3,69.6,754
Michigan,Marital Status,TRUE,FALSE,58.7,55,62.3,512
Minnesota,Marital Status,TRUE,TRUE,47.9,44.5,51.3,432
Arkansas,Marital Status,TRUE,FALSE,72.4,66.8,77.4,453
Oregon,Marital Status,TRUE,TRUE,40,35.9,44.2,393
Maine,Marital Status,TRUE,FALSE,50.5,46,55,295
Missouri,Marital Status,TRUE,TRUE,39,35.2,43,308
Nebraska,Marital Status,TRUE,TRUE,44.6,41.1,48.2,423
Pennsylvania,Marital Status,TRUE,FALSE,55.6,51.4,59.7,361
Rhode Island,Marital Status,TRUE,TRUE,46.7,42.7,50.7,348
Maryland,Marital Status,TRUE,FALSE,61.8,57,66.4,514
Oregon,Marital Status,TRUE,FALSE,60,55.8,64.1,638
New Mexico,Marital Status,TRUE,FALSE,62.1,58.6,65.5,440
West Virginia,Marital Status,TRUE,FALSE,66.5,62.4,70.4,547
PRAMS Total,Marital Status,FALSE,FALSE,82.6,81.5,83.6,12165
PRAMS Total,Marital Status,FALSE,TRUE,17.4,16.4,18.5,2670
New Jersey,Marital Status,FALSE,FALSE,76.4,72.2,80.2,415
Rhode Island,Marital Status,FALSE,FALSE,79.5,75.1,83.3,409
Maine,Marital Status,FALSE,TRUE,20.2,16.1,25.2,83
Minnesota,Marital Status,FALSE,TRUE,16.2,12.3,20.9,75
Maine,Marital Status,FALSE,FALSE,79.8,74.8,83.9,337
Missouri,Marital Status,FALSE,TRUE,13.8,10.6,17.8,68
Nebraska,Marital Status,FALSE,FALSE,78.1,73.8,81.8,522
Minnesota,Marital Status,FALSE,FALSE,83.8,79.1,87.7,394
Oregon,Marital Status,FALSE,FALSE,80,75.3,84,547
New Jersey,Marital Status,FALSE,TRUE,23.6,19.8,27.8,123
Washington,Marital Status,FALSE,TRUE,18.5,14.4,23.5,92
Georgia,Marital Status,FALSE,TRUE,14.5,10.3,19.9,108
Washington,Marital Status,FALSE,FALSE,81.5,76.5,85.6,384
Wisconsin,Marital Status,FALSE,TRUE,16,12.1,20.7,148
Arkansas,Marital Status,FALSE,TRUE,17,12.6,22.6,127
New York (excluding NYC),Marital Status,FALSE,FALSE,82.4,76.8,86.9,314
New Mexico,Marital Status,FALSE,FALSE,80.7,77.5,83.4,549
Oklahoma,Marital Status,FALSE,TRUE,14.9,10.6,20.4,106
West Virginia,Marital Status,FALSE,TRUE,13.3,10.6,16.6,121
Missouri,Marital Status,FALSE,FALSE,86.2,82.2,89.4,418
Michigan,Marital Status,FALSE,FALSE,85.6,82.4,88.3,665
Oklahoma,Marital Status,FALSE,FALSE,85.1,79.6,89.4,645
Michigan,Marital Status,FALSE,TRUE,14.4,11.7,17.6,112
Wisconsin,Marital Status,FALSE,FALSE,84,79.3,87.9,733
Nebraska,Marital Status,FALSE,TRUE,21.9,18.2,26.2,164
Colorado,Marital Status,FALSE,FALSE,82.8,77.4,87.2,390
Utah,Marital Status,FALSE,FALSE,84.1,78.6,88.5,239
Maryland,Marital Status,FALSE,FALSE,81.6,75.9,86.2,380
Pennsylvania,Marital Status,FALSE,TRUE,14,10.6,18.3,59
Arkansas,Marital Status,FALSE,FALSE,83,77.4,87.4,597
New York City,Marital Status,FALSE,FALSE,77.1,72.5,81.1,444
Massachusetts,Marital Status,FALSE,FALSE,78.4,73.4,82.6,461
Georgia,Marital Status,FALSE,FALSE,85.5,80.1,89.7,823
Vermont,Marital Status,FALSE,FALSE,83.1,79,86.6,330
West Virginia,Marital Status,FALSE,FALSE,86.7,83.4,89.4,657
Wyoming,Marital Status,FALSE,TRUE,16.3,11.5,22.7,44
Delaware,Marital Status,FALSE,FALSE,85.1,81.6,88.1,424
Delaware,Marital Status,FALSE,TRUE,14.9,11.9,18.4,77
Oregon,Marital Status,FALSE,TRUE,20,16,24.7,165
Wyoming,Marital Status,FALSE,FALSE,83.7,77.3,88.5,222
Massachusetts,Marital Status,FALSE,TRUE,21.6,17.4,26.6,127
New York (excluding NYC),Marital Status,FALSE,TRUE,17.6,13.1,23.2,72
Rhode Island,Marital Status,FALSE,TRUE,20.5,16.7,24.9,113
New Mexico,Marital Status,FALSE,TRUE,19.3,16.6,22.5,129
Utah,Marital Status,FALSE,TRUE,15.9,11.5,21.4,49
Colorado,Marital Status,FALSE,TRUE,17.2,12.8,22.6,73
Vermont,Marital Status,FALSE,TRUE,16.9,13.4,21,66
Hawaii,Marital Status,FALSE,TRUE,20.1,16.2,24.8,125
Pennsylvania,Marital Status,FALSE,FALSE,86,81.7,89.4,344
Hawaii,Marital Status,FALSE,FALSE,79.9,75.2,83.8,522
New York City,Marital Status,FALSE,TRUE,22.9,18.9,27.5,135
Maryland,Marital Status,FALSE,TRUE,18.4,13.8,24.1,109
PRAMS Total,Maternal Age (3 Levels),20-29 yrs,FALSE,74.1,73.1,75.1,13508
PRAMS Total,Maternal Age (3 Levels),20-29 yrs,TRUE,25.9,24.9,26.9,4692
Vermont,Maternal Age (3 Levels),20-29 yrs,TRUE,27.5,23.8,31.4,146
Vermont,Maternal Age (3 Levels),20-29 yrs,FALSE,72.5,68.6,76.2,386
Nebraska,Maternal Age (3 Levels),20-29 yrs,FALSE,65.7,61.9,69.3,642
Colorado,Maternal Age (3 Levels),20-29 yrs,FALSE,73.2,69,77,638
Nebraska,Maternal Age (3 Levels),20-29 yrs,TRUE,34.3,30.7,38.1,297
Wisconsin,Maternal Age (3 Levels),20-29 yrs,FALSE,70.1,65.1,74.7,660
Maine,Maternal Age (3 Levels),20-29 yrs,TRUE,30.7,26.4,35.3,172
Minnesota,Maternal Age (3 Levels),20-29 yrs,TRUE,31.8,28.2,35.7,220
Maryland,Maternal Age (3 Levels),20-29 yrs,FALSE,79.9,74.1,84.7,308
Hawaii,Maternal Age (3 Levels),20-29 yrs,TRUE,21.3,17.7,25.3,163
West Virginia,Maternal Age (3 Levels),20-29 yrs,FALSE,77.4,74,80.5,765
Massachusetts,Maternal Age (3 Levels),20-29 yrs,FALSE,72.9,68,77.4,488
Arkansas,Maternal Age (3 Levels),20-29 yrs,FALSE,80.3,75.4,84.4,662
